player_name,player_slug,consistency_score,floor,ceiling,avg_fp,median_fp,std_fp,coef_variation,iqr_ratio,games_played,optimized_ma_fp,optimized_ma_points,optimized_ma_rebounds,optimized_ma_assists,injury_risk_score,games_played_count,is_contender,team
Anthony Edwards,edwaran01,29.43458136549107,31.0,59.2,44.58227848101266,45.0,10.782789375076305,0.24186268047445433,0.3333333333333333,79.0,41.12563657265155,34.33623772454738,-0.9799924897439105,2.949354798123635,5.98800859768517,79,True,Team.MINNESOTA_TIMBERWOLVES
Anthony Gill,gillan01,1.4081675279561923,0.0,12.0,4.901960784313726,4.0,5.214064321003353,1.063669121484684,1.875,51.0,7.667515773268853,-5.097499637931186,0.11916110864970975,-0.8491681305119605,70.0,51,False,Team.WASHINGTON_WIZARDS
Anton Watson,watsoan02,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,9,True,Team.NEW_YORK_KNICKS
Antonio Reeves,reevean01,3.998243432266857,2.0,29.0,11.159090909090908,7.0,10.906510111392983,0.9773654682307358,1.5714285714285714,44.0,18.525108985070766,13.39292070474802,0.500178020971235,1.4147717417871635,70.0,44,False,Team.NEW_ORLEANS_PELICANS
Ariel Hukporti,hukpoar01,1.6863658296041206,0.0,14.600000000000001,5.92,4.0,6.3681708519793965,1.0757045358073305,2.0,25.0,6.55711172151206,2.502988370170547,0.8452558870329735,0.5214508321222466,70.0,25,True,Team.NEW_YORK_KNICKS
Armel Traoré,armeltr01,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,9,True,Team.LOS_ANGELES_LAKERS
Armoni Brooks,brookar01,2.415207655521866,0.9,19.2,7.3,3.5,7.523961722390671,1.0306796879987221,3.2142857142857144,10.0,0.0,0.0,0.0,0.0,70.0,10,False,Team.BROOKLYN_NETS
Ashton Hagans,haganas01,5.865614164994127,2.8,27.4,13.842105263157896,15.0,9.477192332924105,0.6846640848880532,0.6333333333333333,19.0,0.0,4.41245680635596,0.8225876214848995,3.022099237116822,70.0,19,False,Team.PORTLAND_TRAIL_BLAZERS
Ausar Thompson,thompau01,14.396123358128682,13.0,41.2,25.406779661016948,24.0,11.036332361898955,0.4343853297878842,0.7083333333333334,59.0,9.461473267766497,3.9931147877793314,0.6159851131030465,2.192717294845694,47.695184918196325,59,True,Team.DETROIT_PISTONS
Austin Reaves,reaveau01,22.536008434478465,20.6,53.8,38.054794520547944,38.0,13.356944128977538,0.3509924123165444,0.42105263157894735,73.0,12.922361964326596,16.296551532173012,0.934194245676017,5.026223409330881,6.531045089264724,73,True,Team.LOS_ANGELES_LAKERS
Ayo Dosunmu,dosunay01,16.709391652291764,17.0,39.5,27.32608695652174,25.5,10.268259129845525,0.37576763720993966,0.5294117647058824,46.0,67.27280303539446,12.226361504129251,-0.3929846841574817,3.963330366123342,57.41786483896062,46,False,Team.CHICAGO_BULLS
Bam Adebayo,adebaba01,26.0242239298386,27.5,55.0,40.06410256410256,38.0,11.28913676106342,0.28177685355614296,0.4342105263157895,78.0,67.29862244395002,28.96652617169002,3.633525874128658,6.129861813881236,7.077714321510633,78,False,Team.MIAMI_HEAT
Baylor Scheierman,scheiba01,2.7793646809285635,0.0,27.0,9.32258064516129,5.0,9.409628208260406,1.0093372818549224,2.1,31.0,12.849789858768355,5.668162199444358,0.9912720188363253,1.5086786460130226,70.0,31,True,Team.BOSTON_CELTICS
Ben Sheppard,sheppbe01,6.350909159732691,4.2,22.0,12.904761904761905,14.0,6.807358963241308,0.5275075211367803,0.8571428571428571,63.0,11.979877795610385,3.51586927552254,0.7807498103444964,1.6605875677937512,30.56987199185193,63,True,Team.INDIANA_PACERS
Ben Simmons,simmobe01,11.449961857015682,8.0,40.0,22.50980392156863,23.0,11.024700518843163,0.48977328088937394,0.5978260869565217,102.0,9.960812118515092,0.9502227962309275,0.9530141464450907,2.182454458236794,13.471917555551363,102,True,Team.LOS_ANGELES_CLIPPERS
Bennedict Mathurin,mathube01,14.562371565091052,12.100000000000001,39.0,26.23611111111111,26.5,10.928419952322521,0.41654115223251537,0.5377358490566038,72.0,13.916582652621928,9.224211542950714,0.8341596505013251,3.6958446095766053,11.610021898278191,72,True,Team.INDIANA_PACERS
Bilal Coulibaly,coulibi01,15.773641579051109,13.400000000000002,43.2,27.983050847457626,27.0,11.189419223388521,0.3998641636462282,0.5370370370370371,59.0,21.736856931767274,13.190734040394872,3.2155345355156024,0.10562001465826576,43.971469063876796,59,False,Team.WASHINGTON_WIZARDS
Bismack Biyombo,biyombi01,8.15756907618395,6.4,26.900000000000002,16.214285714285715,14.5,9.347868904794531,0.5765205491943763,0.7241379310344828,28.0,14.62530017660615,7.483902007661669,2.8911952567030688,4.135402847797529,67.67775111492153,28,False,Team.SAN_ANTONIO_SPURS
Blake Wesley,weslebl01,3.2238222834555006,0.0,24.0,10.017241379310345,9.0,8.92399203099836,0.8908632320101633,1.4444444444444444,58.0,14.049465485740741,5.508302638895623,0.4770698187384553,2.6043071805985254,55.0,58,False,Team.SAN_ANTONIO_SPURS
Boban Marjanović,marjabo01,2.0942733189303424,0.30000000000000004,11.800000000000004,6.642857142857143,5.0,6.585776262491145,0.9914071792997422,0.8,14.0,0.0,0.0,0.0,0.0,70.0,14,False,Team.HOUSTON_ROCKETS
Bobby Portis,portibo01,17.44123701998635,18.0,43.60000000000001,29.081632653061224,25.0,12.497896532721306,0.4297522316514695,0.56,49.0,48.34484422642707,6.5547254205480625,2.444729898908635,4.8336174578624265,60.78434317764676,49,True,Team.MILWAUKEE_BUCKS
Bobi Klintman,klintbo01,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,8,True,Team.DETROIT_PISTONS
Bogdan Bogdanović,bogdabo01,11.166666666666666,9.0,32.0,20.666666666666668,21.0,9.333333333333334,0.45161290322580644,0.6666666666666666,108.0,20.67066059051527,13.187583711905825,0.2893592133640156,1.0030688871484328,10.694667615410275,108,True,Team.LOS_ANGELES_CLIPPERS
Bojan Bogdanović,bogdabo02,10.056698167716105,6.0,39.7,21.36842105263158,21.0,12.13756179299842,0.5680139755344088,0.8095238095238095,114.0,34.52198141536631,17.00033083774823,0.36098221732924085,2.761080776449001,17.195078152797,114,True,Team.NEW_YORK_KNICKS
Bol Bol,bolbo01,4.455435826535291,1.5,32.5,13.166666666666666,8.5,12.889487533990206,0.9789484203030536,1.3235294117647058,36.0,11.76121277987736,5.57923289413979,0.4345375254489911,0.6669624730047728,70.0,36,False,Team.PHOENIX_SUNS
Bones Hyland,hylanbo01,4.672947854570991,2.0,22.0,11.625,11.0,8.697760727145043,0.7481944711522618,0.9772727272727273,48.0,8.003688463582955,3.254406504790987,0.05745258020760734,1.1072238512736035,70.0,48,True,Team.MINNESOTA_TIMBERWOLVES
Bradley Beal,bealbr01,18.359742725452584,17.2,44.800000000000004,30.71698113207547,32.0,10.793739202925744,0.35139322957927793,0.40625,53.0,29.701500445481926,15.661886098923931,0.3350477467393449,4.043765672657448,59.97416985170232,53,False,Team.PHOENIX_SUNS
Branden Carlson,carlsbr01,2.1347814688362807,0.0,21.60000000000001,8.59375,3.0,10.810467655818595,1.2579453272225274,3.0833333333333335,32.0,11.597127712452297,6.050397757907115,1.0184823110191878,0.6207470226521391,70.0,32,True,Team.OKLAHOMA_CITY_THUNDER
Brandin Podziemski,podzibr01,13.75634644626166,10.0,41.0,26.296875,27.5,11.960455268691698,0.45482420510770566,0.5454545454545454,64.0,-144.77602134222641,25.55850078747651,1.3918125096163934,5.822875231428032,29.712615529912448,64,False,Team.GOLDEN_STATE_WARRIORS
Brandon Boston Jr.,bostobr01,11.087527984426004,8.200000000000001,34.699999999999996,21.428571428571427,23.5,10.433788649298553,0.4869101369672658,0.5425531914893617,42.0,16.64458742020126,9.088688656451023,0.5891628044265025,0.8303440520771763,69.38865141666824,42,False,Team.NEW_ORLEANS_PELICANS
Brandon Clarke,clarkbr01,10.488701299769719,9.0,30.0,18.984375,19.0,8.517431001151403,0.44865480170674055,0.5921052631578947,64.0,20.327457411913123,9.470020141338308,2.2762229753739525,1.1195815237483002,28.482557818897554,64,False,Team.MEMPHIS_GRIZZLIES
Brandon Ingram,ingrabr01,24.092681021281102,23.5,53.0,38.77777777777778,41.0,11.731039338038949,0.3025196390898296,0.3597560975609756,18.0,48.94869942564708,25.87205850374613,1.0951402348246906,5.844925249162797,57.09470964143104,18,False,Team.NEW_ORLEANS_PELICANS
Brandon Miller,millebr02,22.83980260337338,23.8,50.2,35.77777777777778,35.0,10.945431427577555,0.30592820760309936,0.2714285714285714,27.0,28.188253916609717,21.904039210078157,-0.0729992911909958,2.342956563857057,59.618025113939154,27,False,Team.CHARLOTTE_HORNETS
Brandon Williams,willibr03,5.297870341917763,0.0,36.6,16.151515151515152,12.0,13.889436169199067,0.8599463294250829,1.9166666666666667,33.0,21.99336546489181,12.005503605005716,0.6274951669138107,3.082619402608675,70.0,33,False,Team.DALLAS_MAVERICKS
Braxton Key,keybr01,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.9658546404668265,1.087260627068391,0.1958583914963019,0.17984216574098474,50.0,3,False,Team.GOLDEN_STATE_WARRIORS
Brice Sensabaugh,sensabr01,8.550632482439028,6.0,31.0,17.704225352112676,16.0,10.507400968086543,0.5934967929468135,0.78125,71.0,25.709823587149366,15.915120062295857,0.7810864877981514,2.609864698640659,17.660490249826193,71,False,Team.UTAH_JAZZ
Bronny James,jamesbr02,1.2232513818631063,0.0,12.200000000000006,5.444444444444445,3.0,7.4948542017955795,1.376605873799188,2.0,27.0,7.621283392041521,3.3162552091503303,0.24196279589555408,1.4926749461138706,70.0,27,True,Team.LOS_ANGELES_LAKERS
Brook Lopez,lopezbr01,15.471085325221118,12.9,44.0,27.975,27.0,11.932073373894413,0.4265263046968512,0.6296296296296297,80.0,38.611494744129104,13.484676558058684,4.532181004811559,0.8129330876172225,7.517127190923791,80,True,Team.MILWAUKEE_BUCKS
Bruce Brown,brownbr01,8.629219620894245,5.0,33.0,18.658536585365855,15.0,11.00024335894341,0.5895555264270324,1.2666666666666666,82.0,15.423921489409548,9.328746623652506,0.11115393208783603,0.8207943035900039,13.156669715042451,82,False,Team.NEW_ORLEANS_PELICANS
Bruno Fernando,fernabr01,3.6196638991663876,1.0,20.6,10.0,7.0,8.40168050416806,0.8401680504168059,1.5714285714285714,17.0,11.094898365284761,3.7962367432627278,0.9374965961429068,1.0467937888503414,70.0,17,False,Team.TORONTO_RAPTORS
Bryce McGowens,mcgowbr01,0.35771213375439564,0.0,3.8000000000000007,1.4615384615384615,1.0,1.8652854850741754,1.2762479634718042,2.0,13.0,-18.66071930832014,17.85855069699319,1.3958242600885173,0.5659500004147034,70.0,13,False,Team.PORTLAND_TRAIL_BLAZERS
Bub Carrington,carrica01,13.159643991767986,11.1,41.0,23.902439024390244,23.0,10.607877602135677,0.4437989609056763,0.6739130434782609,82.0,30.620773183810385,13.847533153982013,0.31947935100178104,6.51551986975921,10.97685523874702,82,False,Team.WASHINGTON_WIZARDS
Buddy Boeheim,boehebu01,1.323199336750241,0.0,12.999999999999996,5.3,3.0,6.634003316248794,1.2516987389148668,2.0833333333333335,10.0,0.0,0.0,0.0,0.0,70.0,10,False,Team.DETROIT_PISTONS
Buddy Hield,hieldbu01,9.567621196558258,6.0,33.0,19.865853658536587,18.5,10.826528163550176,0.5449817737330352,0.8648648648648649,82.0,25.482868705986718,13.167147833961769,1.710737490171693,1.0113079446894457,12.344410076074318,82,False,Team.GOLDEN_STATE_WARRIORS
CJ McCollum,mccolcj01,21.47679100529681,21.5,50.0,34.875,33.0,12.053544973515942,0.34562136124776893,0.5757575757575758,56.0,34.460264089772444,44.01331907746588,-0.14236526282439166,-3.6656379385604616,56.67315415176103,56,False,Team.NEW_ORLEANS_PELICANS
Cade Cunningham,cunnica01,34.74388063273126,37.9,67.0,51.34285714285714,51.0,11.487739693486535,0.22374562563830203,0.3382352941176471,70.0,64.45151692891956,31.732299090497637,2.4259025330332062,7.42841182128271,5.365248705490657,70,True,Team.DETROIT_PISTONS
Caleb Houstan,houstca01,2.2549557962637286,0.0,19.50000000000002,7.844827586206897,4.0,8.3372899841986,1.0627754265571843,2.6875,58.0,-39.186378706070066,7.160004117412576,-4.000000000000004,-1.3779933964512556,55.0,58,False,Team.ORLANDO_MAGIC
Caleb Martin,martica02,9.73447814638316,6.0,31.0,19.42222222222222,20.0,8.88316482363975,0.45737118657184067,0.65,90.0,15.673544607125447,42.157220328915216,-0.38608427295227,5.399587915148162,16.213977929829433,90,False,Team.DALLAS_MAVERICKS
Cam Christie,chrisca02,1.3621172791696554,0.0,10.8,4.461538461538462,3.0,4.343259757997878,0.9734892561029725,2.0,13.0,0.0,0.0,0.0,0.0,70.0,13,True,Team.LOS_ANGELES_CLIPPERS
Cam Reddish,reddica01,3.5183791954894774,0.0,18.0,10.06060606060606,10.0,7.5596191740677625,0.7514079299525186,1.0,33.0,1.145102953427493,6.254261033836859,1.3609651385020543,3.356774365887018,68.15410332961073,33,True,Team.LOS_ANGELES_LAKERS
Cam Spencer,spencca01,2.215085502624882,0.0,25.600000000000016,9.12,5.0,11.724572486875589,1.2855890884732006,2.8,25.0,9.762498065336171,4.936623400054254,0.5215735548399429,1.6088671055170614,70.0,25,False,Team.MEMPHIS_GRIZZLIES
Cam Thomas,thomaca02,22.10598525079094,23.200000000000003,50.60000000000001,34.36,33.0,10.170073746045306,0.29598584825510205,0.3939393939393939,25.0,-105.49130895162754,20.88692920833968,-0.5998804812845506,0.06433082671571366,58.15116506687914,25,False,Team.BROOKLYN_NETS
Cam Whitmore,whitmca01,6.7973892359331245,4.0,30.0,15.92156862745098,13.0,11.816975388961826,0.7421991931490801,1.0769230769230769,51.0,16.296841737169633,10.515461487001296,0.7048543315746069,1.120993958214103,70.0,51,True,Team.HOUSTON_ROCKETS
Cameron Johnson,johnsca02,20.974322603239205,21.8,42.4,32.280701754385966,32.0,8.53014136976888,0.26424894460697074,0.375,57.0,14.060727734635316,18.574769936483406,-2.1386097099487453,5.9932052263894295,57.985878767558546,57,False,Team.BROOKLYN_NETS
Cameron Payne,payneca01,7.856753953355433,6.0,27.9,15.597222222222221,15.0,8.709285788778393,0.5583869784434945,0.75,72.0,-4.746936858786021,-9.880549900627592,0.5072796934865903,-0.9198261785733961,20.0,72,True,Team.NEW_YORK_KNICKS
Caris LeVert,leverca01,13.730464229894766,11.0,38.0,25.046875,24.0,10.464866350526174,0.4178112579124611,0.6666666666666666,128.0,63.188042411090905,17.85564568598265,0.8154100629924705,8.329729789612328,9.13999094491232,128,False,Team.ATLANTA_HAWKS
Cason Wallace,wallaca01,13.313981074033272,12.0,33.300000000000004,22.779411764705884,21.5,8.378624041598346,0.3678156454671966,0.6162790697674418,68.0,15.595488457770063,2.978119174509936,1.2481738483011806,3.158762753979859,24.823340998410067,68,True,Team.OKLAHOMA_CITY_THUNDER
Cedi Osman,osmande01,7.636327161840198,7.0,23.9,13.902777777777779,13.0,7.075308635243456,0.5089133084290997,0.5384615384615384,72.0,17.87036246349164,7.53057254288268,-0.09586207163417026,5.565427773824119,15.605042955927678,72,False,Team.SAN_ANTONIO_SPURS
Charles Bassey,bassech01,4.250907218442942,0.5,28.0,12.555555555555555,10.0,10.884352796674184,0.8668953554873244,1.5,36.0,11.486274284247797,-12.410822846636172,1.623229781104202,2.6604919349459477,70.0,36,False,Team.SAN_ANTONIO_SPURS
Charlie Brown Jr.,brownch02,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,70.0,8,True,Team.NEW_YORK_KNICKS
Chet Holmgren,holmgch01,19.020545827099863,16.2,58.400000000000034,34.0,33.5,14.197270864500684,0.4175667901323731,0.3358208955223881,32.0,45.93929952603765,28.197228259200685,0.11261168275666567,2.5656666300778794,61.61366737701735,32,True,Team.OKLAHOMA_CITY_THUNDER
Chimezie Metu,metuch01,5.936786142039915,3.0,30.0,14.568627450980392,12.0,11.237637917251403,0.7713587264869739,1.2291666666666667,102.0,13.194735858580541,9.927634508794569,3.3109532348820903,-0.48056563065207564,20.0,102,False,Team.DETROIT_PISTONS
Chris Boucher,bouchch01,9.972742237250038,8.8,31.1,18.2,15.5,8.836288813749809,0.4855103743818576,0.6451612903225806,50.0,6.264768849769073,10.935823515530904,-0.11973018786226985,0.1723106186354028,63.29845034636738,50,False,Team.TORONTO_RAPTORS
Chris Duarte,duartch01,1.3626078551449574,0.0,9.200000000000001,4.294117647058823,4.0,3.922254841922271,0.9134018125024468,1.25,17.0,17.535273764196525,5.544349119607036,0.19849782727546494,1.1081243310670779,70.0,17,False,Team.CHICAGO_BULLS
Chris Livingston,livinch01,0.9839385095473048,0.0,8.0,4.0,2.0,5.080307452263476,1.270076863065869,2.0,21.0,4.722775284095778,1.991275783743547,0.488712260465068,0.4259430861028619,70.0,21,True,Team.MILWAUKEE_BUCKS
Chris Paul,paulch01,18.18302114739698,17.1,43.900000000000006,30.182926829268293,31.0,10.19221133618585,0.3376813452796928,0.47580645161290325,82.0,34.10023723881254,4.536908300761165,-0.06722864021251951,8.220642298194516,8.712493897682586,82,False,Team.SAN_ANTONIO_SPURS
Christian Braun,braunch01,18.441560811031692,18.8,42.60000000000001,29.40506329113924,28.0,9.504854172689631,0.3232386911934916,0.4642857142857143,79.0,1.8635559339695362,5.460758001405372,0.6941225578865758,-2.3593646812253066,7.9692804753398905,79,True,Team.DENVER_NUGGETS
Christian Koloko,kolokch01,2.458996492909321,0.6000000000000001,18.199999999999996,7.405405405405405,6.0,7.118531048966909,0.9612614920137796,1.1666666666666667,37.0,9.03021841435292,2.9605486086703996,0.9860134666890159,0.41929744476954744,70.0,37,True,Team.LOS_ANGELES_LAKERS
Christian Wood,woodch01,7.618551960447112,4.9,29.0,15.92,16.0,9.057240197764438,0.5689221229751531,0.84375,50.0,-18.445915162748783,4.659975608223921,0.4921587594052761,2.496231462557491,70.0,50,False,Team.LOS_ANGELES_LAKERS
Chuma Okeke,okekech01,6.649968312586454,1.7000000000000002,35.3,17.11111111111111,14.0,12.077936214845504,0.7058534151533087,1.1428571428571428,18.0,14.9177168346181,-1.812499999999389,2.500000000000008,1.6666666666666625,70.0,18,True,Team.CLEVELAND_CAVALIERS
