player_name,player_slug,consistency_score,floor,ceiling,avg_fp,median_fp,std_fp,coef_variation,iqr_ratio,games_played,optimized_ma_fp,optimized_ma_points,optimized_ma_rebounds,optimized_ma_assists,injury_risk_score,games_played_count,is_contender,team,recent_form_zscore,consistency_premium,age_factor,usage_proxy,upside_ratio,floor_reliability,projected_fp,proj_p10,proj_p25,proj_p50,proj_p75,proj_p90,upside,downside,risk_reward_ratio,projection_range,adjusted_projection,vorp,scarcity_adjusted_value,draft_score,overall_rank
Kelly Oubre Jr.,oubreke01,18.385539565968255,18.0,41.2,29.6,29.5,9.072302170158723,0.3064966949377947,0.423728813559322,60.0,40.32772155932401,6.406225713626295,2.8677350012698257,-1.6050629472536215,23.367752206283846,60,False,Team.PHILADELPHIA_76ERS,1.0650714581525464,2.460044601723091,1.0,7.668897767642499,1.34640522875817,0.5882352941176471,29.998912036380787,29.223995,29.6007,29.600622,30.168434,29.600122,-0.00049972534,0.37662697,-0.00036300707,0.37612724,26.493876321759526,10.813685066109246,4.200489669885727,21.24447002913673,87
Nic Claxton,claxtni01,17.50729657073782,17.9,40.1,27.885714285714286,26.0,9.027802860596587,0.32374293045172187,0.41346153846153844,70.0,21.154598176616012,27.762224019451025,0.5233687995103717,2.5768443186544787,9.219694122835568,70,False,Team.BROOKLYN_NETS,-0.6712453568017009,2.3599213771754775,1.0,30.862437137615878,1.3882294757665679,0.6196834817012858,28.23185202079962,27.571793,27.854523,27.881094,27.985865,27.886076,0.0049819946,0.30930138,0.0038050786,0.31428337,26.930406820034975,11.250215564384694,4.637020168161175,21.182522762176895,88
Cameron Johnson,johnsca02,20.974322603239205,21.8,42.4,32.280701754385966,32.0,8.53014136976888,0.26424894460697074,0.375,57.0,14.060727734635316,18.574769936483406,-2.1386097099487453,5.9932052263894295,57.985878767558546,57,False,Team.BROOKLYN_NETS,-1.9118262062247364,2.7453751474256505,1.0,22.42936545292409,1.2740115972588297,0.6550342646283606,32.79773824956726,30.194962,31.53329,31.709106,31.753626,31.770424,0.061317444,1.5141449,0.024388986,1.5754623,23.288709879619635,7.6085186239693545,0.9953232277458355,21.1818191347425,89
Kyle Kuzma,kuzmaky01,15.693713268247349,16.0,40.0,25.49230769230769,25.0,9.262202889532483,0.3633332455157583,0.48,130.0,43.50503450340106,27.148988723372156,2.018208860671729,3.3267759970996345,10.586454950633877,130,True,Team.MILWAUKEE_BUCKS,1.7552495312158052,2.158273790361951,1.0,32.49397358114352,1.5098722415795587,0.6039488966318235,25.815568774656796,25.47377,25.45919,25.492714,25.492859,25.65545,0.1627369,0.018943787,0.15971136,0.18168068,24.449091995367322,8.768900739717042,2.1557053434935227,21.139292977065757,90
Shaedon Sharpe,sharpsh01,16.85623312271793,14.200000000000001,42.9,29.708333333333332,29.0,11.289667719743669,0.3800168657417224,0.5,72.0,24.37959599288355,23.14875322252805,0.12327305402332289,7.210732076287627,10.043595288101745,72,False,Team.PORTLAND_TRAIL_BLAZERS,-0.43359490768729464,2.0832601339013355,1.0,30.482758352839,1.3970149253731343,0.462415196743555,30.123114981984095,29.713333,30.155764,29.940899,29.93877,29.710068,-0.23083115,0.22756577,-0.18803973,-0.0032653809,28.610393103504084,12.930201847853803,6.317006451630284,21.09196316413905,91
Jrue Holiday,holidjr01,15.78720063299578,15.0,39.9,26.306451612903224,26.0,9.330125867279154,0.3546706338266754,0.5,62.0,0.382873475151122,7.552022539384229,0.6556742053369808,5.391483604020548,22.069362937173636,62,True,Team.BOSTON_CELTICS,-2.50951232064514,2.1993942990855424,1.0,13.599180348741758,1.461193148257531,0.5493207324276432,26.696119347215703,26.195023,26.317253,26.57121,26.447306,26.294008,-0.2772026,0.37618828,-0.20142782,0.09898567,23.75028761277667,8.07009635712639,1.4569009609028711,20.591869196101424,92
Alex Sarr,sarral01,17.40131233224985,16.0,40.4,29.059701492537314,29.0,9.64269207009404,0.33182350729137167,0.46551724137931033,67.0,29.499697945485593,13.703283800027801,1.3979636605314456,3.0447176477248212,22.435960412388994,67,False,Team.WASHINGTON_WIZARDS,0.04134258983069412,2.315760914158045,1.0,18.145965108284067,1.3439920556107248,0.53227408142999,29.438867124485952,28.368774,29.034256,28.910002,29.059437,29.059683,0.14968109,0.54122734,0.09711811,0.69090843,26.13642083753322,10.456229581882939,3.8430341856594197,20.414173912519484,93
Bennedict Mathurin,mathube01,14.562371565091052,12.100000000000001,39.0,26.23611111111111,26.5,10.928419952322521,0.41654115223251537,0.5377358490566038,72.0,13.916582652621928,9.224211542950714,0.8341596505013251,3.6958446095766053,11.610021898278191,72,True,Team.INDIANA_PACERS,-1.032787955800509,1.935954174566639,1.0,13.754215803028645,1.431922488526262,0.44426313105558396,26.56652231750137,26.219448,26.193535,26.232094,26.23655,26.240763,0.0086689,0.012645721,0.008560644,0.021314621,25.024332788164934,9.344141532514653,2.7309461362911343,20.265921756790274,94
Keegan Murray,murrake02,16.624858338837907,17.0,37.0,26.276315789473685,26.5,8.066497779494691,0.30698739671587205,0.41509433962264153,76.0,31.391297620496537,16.430705828438494,2.6718550786387847,2.3410032473953466,7.688724886255851,76,False,Team.SACRAMENTO_KINGS,0.5641629166436446,2.4570785436339317,1.0,21.443564154472625,1.356488181379643,0.623251326579836,26.552519405911163,26.287125,26.276089,26.367043,26.276232,26.384144,0.017101288,0.07991791,0.01583573,0.097019196,25.53174432216606,9.851553066515779,3.2383576702922596,20.09566317959768,95
Collin Sexton,sextoco01,17.17338423319904,14.8,40.800000000000004,29.476190476190474,30.0,10.023555024480993,0.34005598629095457,0.36666666666666664,63.0,66.4816462798547,18.195846799275152,0.5277289062943034,1.8283997496741506,26.353306790267222,63,False,Team.UTAH_JAZZ,3.356943900718317,2.272438124131832,1.0,20.551975455243607,1.33875,0.48562500000000003,29.833894893202935,28.88135,29.477486,29.474958,29.477348,29.476387,0.0014286041,0.59360886,0.00089645846,0.59503746,25.902785968857117,10.222594713206837,3.6093993169833176,20.010237841668857,96
Andrew Nembhard,nembhan01,15.277184741632674,14.4,40.6,25.83076923076923,25.0,9.79099936875972,0.37904404941595105,0.48,65.0,17.97506332223403,10.390691389934904,-0.8727511799945888,2.476026690558305,25.40849464339717,65,True,Team.INDIANA_PACERS,-0.7279868749948885,2.0874907040786685,1.0,11.99396690049862,1.5131880733944953,0.536697247706422,26.154281544386023,25.824274,25.831318,25.81611,25.8498,25.840591,0.02448082,-0.008163452,0.024682313,0.016317368,22.831576931773856,7.151385676123576,0.5381902799000571,19.822891082795564,97
P.J. Washington,washipj01,19.136710884752773,18.8,45.0,31.42105263157895,31.0,11.069077155183505,0.352282187518403,0.5806451612903226,57.0,37.19687160278097,10.960263807939752,6.098974416424329,4.872548172987298,60.04038757518029,57,False,Team.DALLAS_MAVERICKS,0.4785634309017064,2.211009028427216,1.0,21.93178639735138,1.387987012987013,0.57987012987013,31.85688537662799,29.729475,31.421171,31.382017,31.533867,31.42117,0.039152145,1.6525421,0.014760235,1.6916943,22.2933866518738,6.613195396223519,0.0,19.6153212617946,98
Toumani Camara,camarto01,15.89087729263027,14.7,38.3,26.55128205128205,27.0,8.973818665053779,0.3379806160667285,0.3333333333333333,78.0,14.622101326215907,18.883025365706448,1.5842925271432862,-1.1118124714031057,8.473766214942072,78,False,Team.PORTLAND_TRAIL_BLAZERS,-1.1960494897369205,2.2832060673836874,1.0,19.35550542144663,1.3901349464867379,0.5335504885993485,26.864112052127354,26.535416,26.54133,26.552626,26.551275,26.552998,0.00037193298,0.017210007,0.0003656403,0.01758194,25.72591102661868,10.045719770968399,3.4325243747448795,19.5417077660435,99
D'Angelo Russell,russeda01,15.338599509448473,13.0,45.0,27.879310344827587,28.5,12.505278314826596,0.4485504899566744,0.5614035087719298,116.0,26.854597335948974,4.510374837834362,-0.06309212486029725,5.16809850780832,10.346542418547608,116,False,Team.BROOKLYN_NETS,-0.0758750012396002,1.8229862488665025,1.0,9.615381220782385,1.5582089552238805,0.4501492537313433,27.919709738771644,28.166374,27.573114,27.564365,27.317146,27.30402,-0.26034546,-0.6020088,-0.6541488,-0.8623543,26.475347433142957,10.795156177492677,4.181960781269158,19.417290890935718,100
Donte DiVincenzo,divindo01,14.609001666510284,13.100000000000001,37.699999999999996,25.35483870967742,23.5,9.992088441642133,0.39409000215128004,0.5531914893617021,62.0,28.43434623277134,6.773826223520874,-0.22300110061595424,0.9951984909780163,24.65686529801929,62,True,Team.MINNESOTA_TIMBERWOLVES,0.2801567272173317,2.0239227582949977,1.0,7.5460236138829355,1.4304773561811504,0.497062423500612,25.66409320981852,25.337574,25.295563,25.354166,25.355135,25.355017,0.0008506775,0.016592026,0.0008367934,0.017442703,22.500112763466987,6.819921507816707,0.20672611159318777,19.16539472577091,101
Stephon Castle,castlst01,14.836406641137648,11.0,41.0,27.925925925925927,31.0,12.132781609126571,0.4344630019183255,0.5483870967741935,81.0,36.886835326792294,18.637092470870712,1.4159008554934829,6.502175937800529,12.149781488036142,81,False,Team.SAN_ANTONIO_SPURS,0.682331410631166,1.8710369032294887,1.0,26.555169264164725,1.4174135723431498,0.38028169014084506,28.331060936158963,27.92591,27.919947,27.806158,27.925892,27.926104,0.119945526,-0.119752884,0.13626347,0.00019264221,26.60997993766612,10.929788682015841,4.316593285792322,18.958116363115636,102
Bradley Beal,bealbr01,18.359742725452584,17.2,44.800000000000004,30.71698113207547,32.0,10.793739202925744,0.35139322957927793,0.40625,53.0,29.701500445481926,15.661886098923931,0.3350477467393449,4.043765672657448,59.97416985170232,53,False,Team.PHOENIX_SUNS,-0.0861033696880145,2.2153633117892624,1.0,20.040699518320725,1.4124925639500299,0.542296252230815,31.13608159038339,29.303232,30.714493,30.698383,31.004309,30.719454,0.02107048,1.3951511,0.00879714,1.4162216,21.799278361292814,6.119087105642533,-0.4941082905809857,18.855183898368075,103
Malik Beasley,beaslma01,13.56543730450162,11.1,35.0,24.134146341463413,24.0,9.158179331150434,0.3794697853230599,0.5,82.0,6.866327190787484,9.872563143069915,3.926669400264743,2.2225037148009674,10.146170203724305,82,True,Team.DETROIT_PISTONS,-1.6998931194021671,2.0856371571489416,1.0,16.021736258135626,1.3925278990781176,0.4416302765647744,24.10552318166064,24.17851,23.941849,24.00258,23.991802,23.901665,-0.10091591,-0.17593002,-0.122460365,-0.27684593,22.88262947640589,7.202438220755608,0.5892428245320893,18.6174932260311,104
Dillon Brooks,brookdi01,13.471482747924213,12.4,35.800000000000026,23.14666666666667,22.0,9.109252927045603,0.39354491332282265,0.5,75.0,4.05660618465847,13.837269221919314,-0.09089559704790795,0.7580930339561034,9.007462648923536,75,True,Team.HOUSTON_ROCKETS,-1.8883749986050857,2.026158051690648,1.0,14.50446665882751,1.4826062948647165,0.5135284373274434,23.40861918373703,23.130014,23.138784,23.143768,23.162567,23.259392,0.115623474,0.013753891,0.11405478,0.12937737,22.3543578689351,6.67416661328482,0.06097121706130082,18.583554946787057,105
Scoot Henderson,hendesc01,15.595901312644674,14.5,40.5,26.833333333333332,25.5,10.853826770109958,0.40449043863763817,0.46078431372549017,66.0,108.34916727171284,10.878724157792988,0.09549688784899779,0.6949936890126196,24.572227580227942,66,False,Team.PORTLAND_TRAIL_BLAZERS,6.876752589630038,1.9821981219316485,1.0,11.669214734654606,1.4550898203592815,0.5209580838323353,27.181281456022855,26.729351,26.832703,26.862236,26.833708,26.833319,-0.028917313,0.13288498,-0.025525374,0.10396767,23.84175828672474,8.16156703107446,1.548371634850941,18.524667060297986,106
Tari Eason,easonta01,16.110468670048576,14.600000000000001,43.0,27.894736842105264,26.0,11.084498755020281,0.39736882329317985,0.6538461538461539,57.0,32.028040988971,37.193104811277514,7.749100872417081,2.0021636610576636,60.92856067095673,57,True,Team.HOUSTON_ROCKETS,0.34203356139605146,2.010580384550035,1.0,46.94436934475226,1.48816029143898,0.5052823315118398,28.265944793030748,27.885475,27.87225,27.88529,27.971846,27.895008,0.009717941,-0.00018501282,0.00971974,0.0095329285,19.654928131810312,3.9747368761600317,-2.6384585200634874,18.459634900265716,107
Yves Missi,missiyv01,15.077634406828226,15.2,36.8,24.47945205479452,23.0,8.610458102845163,0.35174227280788856,0.34782608695652173,73.0,25.986478764287412,10.81182955245841,3.509480525645259,1.5852789555396525,9.520750153342188,73,False,Team.NEW_ORLEANS_PELICANS,0.15681112111052622,2.213651588956493,1.0,15.906589033643321,1.444301075268817,0.5965591397849462,24.754053112252876,24.460157,24.469986,24.479488,24.481165,24.482174,0.0026855469,0.019330978,0.002634617,0.022016525,23.575667337431263,7.895476081780982,1.2822806855574633,18.383567791225893,108
Mike Conley,conlemi01,13.54553043699761,13.0,33.0,22.619718309859156,22.0,8.321643589659839,0.3678933342875769,0.5,71.0,28.309849458138412,9.288017297146625,0.5674415914299038,3.4084878028599004,10.412170448643511,71,True,Team.MINNESOTA_TIMBERWOLVES,0.6104214448395251,2.137239252451883,1.0,13.26394669143643,1.3971377459749552,0.5503875968992248,22.828114572507808,22.801693,22.666553,22.688484,22.232008,22.903622,0.21513748,-0.11320877,0.24260217,0.10192871,21.63966347275724,5.959472217106958,-0.653723179116561,18.3576654108518,109
Santi Aldama,aldamsa01,15.513526212605802,13.4,40.6,27.307692307692307,28.0,10.80159970620175,0.39555153853696556,0.6071428571428571,65.0,13.324325829605005,9.767069713210248,9.491088289227745,-1.2425522984557316,26.685925085761312,65,False,Team.MEMPHIS_GRIZZLIES,-1.1848704265692922,2.0179535774469306,1.0,18.01560570398226,1.4342391304347828,0.4733695652173913,27.66722918530487,27.30761,27.303158,27.27494,27.30801,27.312511,0.037570953,-0.032669067,0.038839813,0.004901886,23.975601158456698,8.295409902806417,1.6822145065828984,18.355765520859585,110
Ty Jerome,jeromty01,13.128100603024041,10.9,38.1,23.942857142857143,23.0,10.566639842022647,0.44132743970261656,0.5869565217391305,70.0,26.841828423425834,16.689856121304956,0.6488885833646827,3.7757138794205733,14.435782990449306,70,True,Team.CLEVELAND_CAVALIERS,0.2506321040650429,1.847310752525975,1.0,21.11445858409021,1.527491408934708,0.4369988545246277,24.195371466278242,23.93556,23.925617,23.944847,24.016634,23.996115,0.051267624,0.0092868805,0.05079589,0.060554504,22.448975806975735,6.768784551325455,0.15558915510193572,18.210063988614834,111
T.J. McConnell,mccontj01,13.23597582139561,12.0,32.400000000000006,23.0126582278481,23.0,9.3517664626422,0.4063748902908327,0.391304347826087,79.0,28.378109117782696,13.22643370080328,0.010071798960029188,8.935223899662248,12.926219879110402,79,True,Team.INDIANA_PACERS,0.5183125903484797,1.97482145970085,1.0,22.17172939942556,1.3492883500263577,0.49973642593568796,23.244852836649006,22.98565,22.970558,23.012623,23.012573,23.04614,0.033517838,0.026973724,0.032637484,0.060491562,21.742512442528565,6.062321186878284,-0.5508742093452348,18.104151416067115,112
Saddiq Bey,beysa01,15.490058533087598,15.0,34.0,25.238095238095237,26.0,8.144945429800114,0.32272425287887246,0.38461538461538464,63.0,43.57190808637928,15.22177241125643,3.261913712721127,1.3664704050452934,22.532759723770884,63,False,Team.ATLANTA_HAWKS,2.0048028705060057,2.3656082971102683,1.0,19.85015652902285,1.295825771324864,0.5716878402903811,25.513937529558774,25.231764,25.239061,25.23831,25.392113,25.396864,0.15855408,0.0065460205,0.15752293,0.1651001,22.63944040975453,6.959249154104251,0.3460537578807319,18.01840087656337,113
Tyus Jones,jonesty01,14.485355436592165,13.0,38.0,24.97530864197531,24.0,9.511494421977444,0.3808359111122951,0.625,81.0,34.61610777873651,20.067137372044378,-2.2013761755763355,6.696508604334298,11.94075742645566,81,False,Team.PHOENIX_SUNS,0.9171673170091028,2.0797115541697937,1.0,24.56226980080234,1.4629277566539922,0.5004752851711026,25.257835539378735,24.958313,24.917084,24.975166,24.975315,24.99869,0.02352333,0.016853333,0.023133455,0.040376663,23.749847102913574,8.069655847263293,1.4564604510397743,17.879503673312716,114
Khris Middleton,middlkh01,13.92392469642391,10.200000000000003,35.7,25.675675675675677,25.0,9.869565707069642,0.38439361174902814,0.48,74.0,27.202524541688543,14.831759200098412,-0.24728508914597835,2.277684554914733,8.357144483878603,74,False,Team.WASHINGTON_WIZARDS,0.14047008934494898,2.064436804583863,1.0,16.862158665867167,1.3382978723404255,0.3823708206686931,25.964218253185898,25.673721,25.670113,25.67568,25.675724,25.684294,0.008613586,0.001958847,0.008596746,0.0105724335,24.879284636421733,9.199093380771453,2.585897984547934,17.723978740781135,115
Naji Marshall,marshna01,14.792279771630183,13.8,40.400000000000006,25.92753623188406,25.0,11.557441721559229,0.44575935091536434,0.52,69.0,-65.56527937840175,16.19306959449043,3.5631629896354813,3.177102263066465,27.85648282200563,69,False,Team.DALLAS_MAVERICKS,-7.28594387606884,1.8323094204849983,1.0,22.933334847192377,1.5003229278794405,0.51248654467169,26.197429002461156,25.925255,25.868069,25.986708,25.928993,25.949123,-0.037584305,0.061452866,-0.03540836,0.02386856,22.5485878475223,6.868396591872019,0.25520119564849963,17.548378962487696,116
Bilal Coulibaly,coulibi01,15.773641579051109,13.400000000000002,43.2,27.983050847457626,27.0,11.189419223388521,0.3998641636462282,0.5370370370370371,59.0,21.736856931767274,13.190734040394872,3.2155345355156024,0.10562001465826576,43.971469063876796,59,False,Team.WASHINGTON_WIZARDS,-0.5124275243323677,2.0005434930673203,1.0,16.51188859056874,1.490526315789474,0.46233918128654977,28.349433692952342,27.981564,27.969582,27.983665,28.173634,28.021692,0.03802681,0.0021018982,0.037947048,0.040128708,22.11660245991194,6.4364112042616615,-0.17678419196185757,17.546874018487735,117
Ausar Thompson,thompau01,14.396123358128682,13.0,41.2,25.406779661016948,24.0,11.036332361898955,0.4343853297878842,0.7083333333333334,59.0,9.461473267766497,3.9931147877793314,0.6159851131030465,2.192717294845694,47.695184918196325,59,True,Team.DETROIT_PISTONS,-1.3247645473570806,1.87130885572202,1.0,6.801817195728072,1.5602053915275997,0.4922978177150193,25.699958677835834,25.403433,25.3918,25.340239,25.40906,25.408943,0.068704605,-0.063194275,0.073339224,0.00551033,19.57113727018891,3.8909460145386294,-2.7222493816848896,17.539625924659713,118
Caris LeVert,leverca01,13.730464229894766,11.0,38.0,25.046875,24.0,10.464866350526174,0.4178112579124611,0.6666666666666666,128.0,63.188042411090905,17.85564568598265,0.8154100629924705,8.329729789612328,9.13999094491232,128,False,Team.ATLANTA_HAWKS,3.326786919704514,1.931205598023239,1.0,27.00078553858745,1.4589082183563287,0.42231553689262147,25.266603648335572,25.019424,24.925777,25.054453,25.047073,25.047132,-0.007320404,0.035028458,-0.0070726597,0.027708054,24.111921005563193,8.431729749912913,1.8185343536893939,17.456344783162525,119
Cason Wallace,wallaca01,13.313981074033272,12.0,33.300000000000004,22.779411764705884,21.5,8.378624041598346,0.3678156454671966,0.6162790697674418,68.0,15.595488457770063,2.978119174509936,1.2481738483011806,3.158762753979859,24.823340998410067,68,True,Team.OKLAHOMA_CITY_THUNDER,-0.7659890486143749,2.137594177726406,1.0,7.385055776790975,1.4003710575139148,0.5046382189239331,23.034067030858612,22.74982,22.776863,22.777824,22.780922,22.856146,0.07832146,0.028003693,0.076187916,0.10632515,20.17515452842242,4.494963272772141,-2.118232123451378,17.305860165742253,120
Rui Hachimura,hachiru01,14.360999608526907,13.8,34.2,23.728813559322035,23.0,8.21703585567055,0.3462893682032589,0.6086956521739131,59.0,43.287303880266805,29.662112953563017,2.968882877835969,5.703560021874276,43.93146602410595,59,True,Team.LOS_ANGELES_LAKERS,2.121993515834258,2.240698683963625,1.0,38.33455585327326,1.3830020562028789,0.5580534612748458,23.841489085422868,23.964224,24.195965,23.434782,24.109503,23.651932,0.21714973,-0.52944183,0.46147266,-0.3122921,18.60453124682113,2.9243399911708483,-3.6888554050526707,17.189093781267072,121
Luguentz Dort,dortlu01,12.084052529211842,10.0,34.0,21.760563380281692,20.0,8.981145804645019,0.4127257942587678,0.7,71.0,22.888879739650193,8.93091059378759,2.2972392196765936,2.835541111170456,7.979566736493222,71,True,Team.OKLAHOMA_CITY_THUNDER,0.11304477275979738,1.950360233866661,1.0,14.063690924634642,1.4938118811881187,0.4393564356435643,21.964571577184934,21.752718,21.752304,21.76088,21.75879,21.809212,0.048332214,0.008161545,0.047940943,0.05649376,21.088232753491788,5.4080414978415075,-1.2051538983820116,16.977798742284918,122
Klay Thompson,thompkl01,13.456069483463594,12.0,34.0,23.51388888888889,24.0,9.504374804904254,0.4042025906397556,0.5520833333333334,72.0,34.173803461622526,25.647461346747072,0.5619345147528825,0.9153305701014833,8.570674482471683,72,False,Team.DALLAS_MAVERICKS,1.0148071418545315,1.983329753881577,1.0,27.124726431601434,1.386968838526912,0.4895184135977337,23.77321749140328,23.504065,23.491617,23.513899,23.52065,23.522697,0.008798599,0.00983429,0.008712914,0.018632889,22.75445494880418,7.074263693153901,0.46106829693038165,16.923345903469112,123
Scotty Pippen Jr.,pippesc02,13.156396350473308,10.0,44.0,25.227848101265824,25.0,12.287638500798023,0.48706645336831095,0.68,79.0,27.931911817898822,12.4210371528378,0.9129825138111992,4.681722015294855,16.586548671553746,79,False,Team.MEMPHIS_GRIZZLIES,0.20350220368130864,1.7033846752143147,1.0,18.01574168194385,1.6776061776061775,0.38127413127413123,25.55009206845562,25.181086,25.218275,25.228765,25.2286,25.22838,-0.00038528442,0.0476799,-0.00036775012,0.047294617,23.431152840175027,7.750961584524747,1.137766188301228,16.77937055896803,124
Aaron Gordon,gordoaa01,14.727156014775229,12.0,41.0,26.686274509803923,27.0,11.07990620063367,0.4151911948804682,0.5555555555555556,51.0,20.03307232833262,13.04314874023784,0.9314337473100904,0.36132791010060616,64.61951379342491,51,True,Team.DENVER_NUGGETS,-0.5507660466040953,1.941026962295065,1.0,14.335910397648536,1.4808781869688386,0.43342776203966005,27.020563731790958,26.67628,26.668827,26.871342,26.686356,26.68626,-0.18508148,0.19506264,-0.15487178,0.009981155,18.290285277928046,2.6100940222777655,-4.0031013739457535,16.761453915566424,125
Brandin Podziemski,podzibr01,13.75634644626166,10.0,41.0,26.296875,27.5,11.960455268691698,0.45482420510770566,0.5454545454545454,64.0,-144.77602134222641,25.55850078747651,1.3918125096163934,5.822875231428032,29.712615529912448,64,False,Team.GOLDEN_STATE_WARRIORS,-13.199605476474554,1.8023726989450184,1.0,32.77318852852093,1.5020034344590727,0.3663423010875787,27.01405490173764,26.482576,26.25072,26.622343,26.38885,26.250093,-0.3722496,0.1397667,-0.3266016,-0.23248291,23.000763765741254,7.320572510090974,0.7073771138674552,16.74592152591167,126
Bub Carrington,carrica01,13.159643991767986,11.1,41.0,23.902439024390244,23.0,10.607877602135677,0.4437989609056763,0.6739130434782609,82.0,30.620773183810385,13.847533153982013,0.31947935100178104,6.51551986975921,10.97685523874702,82,False,Team.WASHINGTON_WIZARDS,0.5787736905654542,1.838914878275123,1.0,20.682532374743005,1.6464250734573946,0.44573947110675805,24.15056126706146,23.902435,23.883968,23.902664,23.902908,23.904755,0.002090454,0.00022888184,0.0020899756,0.002319336,22.825075192246334,7.144883936596054,0.5316885403725351,16.701409253970883,127
Al Horford,horfoal01,12.554573504158277,9.9,33.1,22.966666666666665,23.0,9.49379914587528,0.41337296716438093,0.5,60.0,-7.537410430209,2.2147855288177034,-0.00010117007235521669,4.598013432358169,25.50666375385775,60,True,Team.BOSTON_CELTICS,-2.906866871838849,1.9479015529849706,1.0,6.812697791103517,1.381084840055633,0.4130737134909597,23.176161551313903,22.964685,22.781246,22.9667,22.966791,23.156116,0.18941689,0.0020141602,0.18903613,0.19143105,20.220428752341654,4.540237496691374,-2.0729578995321454,16.649415748789227,128
Ben Simmons,simmobe01,11.449961857015682,8.0,40.0,22.50980392156863,23.0,11.024700518843163,0.48977328088937394,0.5978260869565217,102.0,9.960812118515092,0.9502227962309275,0.9530141464450907,2.182454458236794,13.471917555551363,102,True,Team.LOS_ANGELES_CLIPPERS,-1.0436011926774218,1.6955668091508096,1.0,4.085691400912813,1.701417848206839,0.3402835696413678,22.759269743053412,22.50984,22.503006,22.580708,22.548641,22.513275,-0.0674324,0.07086754,-0.062969886,0.003435135,21.22621471503856,5.5460234593882785,-1.0671719368352406,16.430500710355183,129
Spencer Dinwiddie,dinwisp01,12.57093793530246,9.8,41.60000000000001,24.531645569620252,23.0,13.174424247538331,0.5370379337231828,0.9347826086956522,79.0,12.327394282849454,13.605886216728617,-1.8587157281290028,2.518303754916841,14.699465357415646,79,False,Team.DALLAS_MAVERICKS,-0.8610050802515177,1.5697652322766358,1.0,14.265474243516454,1.629350520575112,0.38383738225086766,24.792989597796083,24.50826,24.534367,24.531662,24.531578,24.535215,0.0035533905,0.02340126,0.0034721382,0.02695465,22.970771139298233,7.290579883647952,0.6773844874244332,16.355833602727863,130
Isaiah Collier,colliis01,12.367958350155869,8.0,41.0,25.070422535211268,26.0,12.836264587248827,0.5120083065700375,0.8461538461538461,71.0,33.02981326744825,13.77385662457883,0.6197954789368062,7.293604411542523,14.905078102339871,71,False,Team.UTAH_JAZZ,0.575255747824609,1.6339647505839223,1.0,21.687256515058156,1.5726634251755807,0.30686115613182063,25.54215771959115,24.791245,25.068085,25.08232,25.311335,25.494732,0.41241264,0.29107475,0.3194336,0.7034874,23.6386184410272,7.958427185376921,1.3452317891534022,16.273211889282344,131
Kevin Porter Jr.,porteke02,11.288234360940018,8.0,38.0,22.76,21.0,12.45882819529991,0.547400184327764,0.8571428571428571,150.0,36.752354447926855,17.140581726549943,1.1161122506769874,5.547389242138734,16.903886002363087,150,True,Team.MILWAUKEE_BUCKS,1.0396413599226462,1.5446396590670766,1.0,23.804083219365666,1.5993265993265993,0.33670033670033667,22.94437662294604,22.685244,22.662935,22.75331,22.796968,22.780779,0.027469635,0.06806564,0.02571905,0.09553528,21.005130988798218,5.324939733147938,-1.2882556630755815,16.26348759281517,132
Keldon Johnson,johnske04,12.77791643957508,11.0,35.0,22.545454545454547,22.0,8.974054165760968,0.3980427250942365,0.5,77.0,27.615055262397068,10.738532123313785,2.0290346212298194,3.0355542330125185,10.391744051355378,77,False,Team.SAN_ANTONIO_SPURS,0.5082788435564644,2.0078598674657604,1.0,15.803120977556123,1.4864864864864864,0.46718146718146714,22.856008139931475,22.663593,22.761868,22.709393,22.265368,22.806225,0.096832275,0.045799255,0.09259164,0.14263153,21.668439206802162,5.988247951151882,-0.624947445071637,16.02421480850992,133
Wendell Carter Jr.,cartewe01,13.718916249071398,13.0,33.0,23.235294117647058,23.0,8.993654048760655,0.38706865526311685,0.6086956521739131,68.0,23.160069614232498,9.493732361470972,2.3188534664299585,1.4612979997897302,27.157335499581492,68,False,Team.ORLANDO_MAGIC,-0.007527227083059679,2.053098652919464,1.0,13.27388382769066,1.3616504854368932,0.5364077669902912,23.458608069569152,23.226524,23.2395,23.512667,23.517925,23.235321,-0.27734566,0.28614235,-0.2156415,0.008796692,20.273241621076753,4.593050365426473,-2.020145030797046,16.009680900996806,134
Quentin Grimes,grimequ01,11.465711764205784,4.0,48.0,26.92,25.0,15.971441178971086,0.5932927629632646,0.92,150.0,0.41286059272682163,-5.035699167133742,-0.4234838693565304,1.804490967747737,15.77790951070842,150,False,Team.PHILADELPHIA_76ERS,-1.5618673233312417,1.442392093818794,1.0,-3.654692068742535,1.7191977077363896,0.14326647564469913,27.226298120034183,26.101614,26.92034,26.92054,26.927294,26.921867,0.0013275146,0.81892586,0.00072983437,0.8202534,25.078427779786836,9.398236524136555,2.7850411279130363,15.939981048197394,135
